latitude,longitude,population,land_use,dist_river_m,dist_road_m
2.634999999999999,101.6789999999992,2.196987,1.0,202.32128132959076,54.99324949714261
2.634999999999999,101.6839999999992,1.9394658,1.0,13.702518814507902,0.988335043412014
2.634999999999999,101.6889999999992,1.1108774,8.0,45.78395167218231,258.74856865960174
2.634999999999999,101.69399999999919,1.5337393,7.0,593.3376741732919,419.8409225827643
2.634999999999999,101.69899999999919,1.5190392,5.0,909.2415146373746,357.27460482125576
2.634999999999999,101.70399999999918,4.1519613,5.0,1115.1441065976771,200.81238421242767
2.634999999999999,101.70899999999918,11.207156,5.0,694.3428840141934,32.69963927778986
2.634999999999999,101.71399999999917,8.355848,1.0,402.8764862074395,63.30607337729987
2.634999999999999,101.71899999999917,4.2155533,5.0,174.69982652392784,181.19657124556775
2.634999999999999,101.72399999999917,2.2692077,8.0,79.8488000817766,109.20429804226896
2.634999999999999,101.72899999999916,0.57414895,1.0,156.90576845047553,228.19198713290746
2.639999999999999,101.59899999999928,0.8683442,1.0,1415.2949330605088,743.9000368128259
2.639999999999999,101.60399999999927,0.82718253,8.0,876.4541845698467,337.32737180147603
2.639999999999999,101.60899999999927,0.92207485,8.0,391.5027021399186,152.0040907672527
2.639999999999999,101.61399999999927,0.8793937,8.0,157.93365220276323,94.06625343067573
2.639999999999999,101.61899999999926,1.2500415,1.0,45.47947548376926,57.83135504920848
2.639999999999999,101.62399999999926,1.0664338,6.0,224.91127448947014,236.04902124223372
2.639999999999999,101.62899999999925,1.0525075,1.0,138.4379294202859,131.45095158763348
2.639999999999999,101.63399999999925,1.1891501,1.0,27.792474844347097,60.714178742278165
2.639999999999999,101.63899999999924,0.941331,1.0,379.9066665446835,37.53564022127159
2.639999999999999,101.64399999999924,0.8803898,1.0,935.1457349682603,135.78274285731635
2.639999999999999,101.64899999999923,0.8727309,1.0,1491.4904892147458,231.1287812605742
2.639999999999999,101.65399999999923,1.1776444,1.0,2048.0505141043186,327.03123886342075
2.639999999999999,101.65899999999922,3.9119554,1.0,2207.396075233823,242.51310948313457
2.639999999999999,101.66399999999922,6.882459,1.0,1651.2342457191478,260.655944143894
2.639999999999999,101.66899999999922,1.8018599,1.0,1095.6602450861794,44.849558988213744
2.639999999999999,101.67399999999921,1.9780394,1.0,542.4743681512614,28.891753718442793
2.639999999999999,101.6789999999992,1.2640935,1.0,86.8038428374687,105.60843972608154
2.639999999999999,101.6839999999992,0.7143793,1.0,138.76786062933286,323.50474176082645
2.639999999999999,101.6889999999992,0.9845269,8.0,58.43516241149601,618.22274524548
2.639999999999999,101.69399999999919,1.1940082,1.0,495.49261115421115,112.66292052644859
2.639999999999999,101.69899999999919,1.379302,1.0,1049.7189777678984,189.19381217801347
2.639999999999999,101.70399999999918,5.176244,5.0,1086.8366387548103,289.36227184356096
2.639999999999999,101.70899999999918,9.538806,3.0,534.9236644569706,63.2699430632766
2.639999999999999,101.71399999999917,21.753206,7.0,104.54426524968662,4.76108312119987
2.639999999999999,101.71899999999917,18.238089,3.0,329.1967196717473,61.33656758414442
2.639999999999999,101.72399999999917,2.552139,8.0,83.24887268927608,81.36268466175886
2.639999999999999,101.72899999999916,1.4477009,1.0,164.80625272357943,139.3127048711223
2.639999999999999,101.73399999999916,1.5637144,1.0,241.7036855783012,68.48613661501905
2.6449999999999987,101.58899999999929,1.0465294,1.0,2352.176164800847,76.01706628239972
2.6449999999999987,101.59399999999928,0.93835723,1.0,1963.3159902139776,426.07083350960687
